#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes,Disponible de Remanentes por aplicación
,,2700,92004,2270600,Estudis i treballs tècnics,2000,3811.5,5811.5,1905.75,0
,,2700,92401,2269980,Processos electorals,70000,0,70000,0,0
,,2710,92007,1200400,Retribució sou base funcionari C2,10400.3,0,10400.3,6910.16,0
,,2710,92007,1200600,Triennis,650.88,0,650.88,318.77,0
,,2710,92007,1210000,Complement Destí  funcionaris,3152.16,0,3152.16,1543.69,0
,,2710,92007,1210100,Complement específic funcionaris,7830.12,0,7830.12,3834.57,0
,,2710,92007,1300000,Retribucions bàsiques personal laboral,216283.57,0,216283.57,123855.94,0
,,2710,92007,1300100,Hores extraordinàries,0,0,0,1046.67,0
,,2710,92007,1300200,Altres retribucions personal laboral,3908.04,0,3908.04,2010.45,0
,,2710,92007,1310000,Retribucions personal Laboral eventual,21074.18,0,21074.18,15453.97,0
,,2710,92007,1430000,Despeses per substitució,42419.34,0,42419.34,24427.36,0
,,2710,92007,1600000,Seguretat Social,92140.03,0,92140.03,43195.72,0
,,2710,92007,2220100,Comunicacions postals,160000,0,160000,70341.51,0
,,2710,92007,2269900,Altres despeses,5000,0,5000,18815.74,0
,,2710,92007,2270600,Estudis i treballs tècnics,23000,0,23000,0,0
,,2720,92501,1200300,Retribució sou base funcionari C1,177021.4,0,177021.4,121503.79,0
,,2720,92501,1200400,Retribució sou base funcionari C2,10436.12,0,10436.12,5833.29,0
,,2720,92501,1200600,Triennis,27029.82,0,27029.82,13925.3,0
,,2720,92501,1210000,Complement Destí  funcionaris,57934.68,0,57934.68,33080.23,0
,,2720,92501,1210100,Complement específic funcionaris,152893.8,0,152893.8,87524.56,0
,,2720,92501,1300000,Retribucions bàsiques personal laboral,105838.04,0,105838.04,56941.28,0
,,2720,92501,1300100,Hores extraordinàries,0,0,0,96.06,0
,,2720,92501,1300200,Altres retribucions personal laboral,14677.32,0,14677.32,7877.78,0
,,2720,92501,1310000,Retribucions personal laboral eventual,0,0,0,4204,0
,,2720,92501,1430000,Despeses per substitució,27319.72,0,27319.72,15648.47,0
,,2720,92501,1600000,Seguretat Social,156359.82,0,156359.82,76438.18,0
,,2720,92501,1620900,Altres despeses socials,0,0,0,970.61,0
,,2720,92501,2269900,Altres despeses,5000,0,5000,3077.97,0
,,2800,92009,1200000,Retribució sou base funcionari A1,39008.32,0,39008.32,21766.88,0
,,2800,92009,1200300,Retribució sou base funcionari C1,48512.88,0,48512.88,13782.84,0
,,2800,92009,1200600,Triennis,16931.16,0,16931.16,9246.88,0
,,2800,92009,1210000,Complement Destí funcionaris,30891.48,0,30891.48,13726.65,0
,,2800,92009,1210100,Complement específic funcionaris,64347.72,0,64347.72,28750.69,0
,,2800,92009,1300000,Retribucions bàsiques personal laboral,9449.76,0,9449.76,0,0
,,2800,92009,1300200,Altres retribucions personal laboral,2745.72,0,2745.72,0,0
,,2800,92009,1310000,Retribucions personal laboral eventual,0,0,0,7469.43,0
,,2800,92009,1600000,Seguretat Social,52180.2,0,52180.2,19718.28,0
,,2800,92009,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,0,0
,,2800,92009,2260300,Anuncis oficials,10000,0,10000,7949.19,0
,,2900,23105,2020100,Lloguers,99000,2400,101400,60749.4,0
,,2900,23105,2020999,Arrendaments d'edificis s/CONVENIS SUBV. EN ESPECIE,0,0,0,3962.84,0
,,2900,33701,2020100,Lloguers,49000,0,49000,34727,0
,,2900,92000,2120200,Manteniment d'edificis -admon.gral,100000,0,100000,80556.79,0
,,2900,92000,2120400,Conservació i reparacions d'edificis,10000,0,10000,6828.03,0
,,2900,92000,2150000,"Reparacions, manteniment i conservació de mobiliari",0,0,0,0,0
,,2900,92000,2240000,Assegurances,260000,-45000,215000,95105.52,0
,,2900,92000,6320000,Manteniment d'edificis -admon.gral,65600,0,65600,0,0
,,2900,92005,2060000,Lloguer equips informàtics,24000,0,24000,7856.22,0
,,2900,92005,2130100,Manteniment instal.lacions,75000,0,75000,47822.73,0
,,2900,92005,2200000,Material d'oficina,70000,0,70000,36317.49,0
,,2900,92005,2210300,Combustibles,63000,-1702.28,61297.72,46012.09,0
,,2900,92005,2210400,Vestuari,125000,0,125000,67048.4,0
,,2900,92005,2211000,Material neteja,40000,0,40000,20304.56,0
,,2900,92006,2269900,Altres despeses,2500,0,2500,0,0
,,2900,92018,6250200,Equips multifunció,5000,21702.28,26702.28,26702.28,0
,,2900,92020,1200000,Retribució sou base funcionari A1,55784.18,0,55784.18,24373.81,0
,,2900,92020,1200100,Retribució sou base funcionari A2,16763.32,0,16763.32,0,0
,,2900,92020,1200300,Retribució sou base funcionari C1,25915.18,0,25915.18,14084.89,0
,,2900,92020,1200600,Triennis,14250.36,0,14250.36,6900.81,0
,,2900,92020,1210000,Complement Destí  funcionaris,34527.6,0,34527.6,13516.86,0
,,2900,92020,1210100,Complement específic funcionaris,74514.12,0,74514.12,29759.02,0
,,2900,92020,1210300,Altres complements funcionaris,6136.56,0,6136.56,3584.77,0
,,2900,92020,1300000,Retribucions bàsiques personal laboral,25583.02,0,25583.02,14626.41,0
,,2900,92020,1300200,Altres retribucions personal laboral,2351.04,0,2351.04,1373.4,0
,,2900,92020,1600000,Seguretat Social,68845.32,-543.88,68301.44,25524.63,0
,,2900,92020,2269900,Altres despeses diverses,1000,0,1000,436.52,0
,,2900,92020,2270600,Estudis i treballs tècnics,6000,0,6000,1420.11,0
,,2900,92021,6250100,Mobiliari,20000,42500.55,62500.55,32760.25,0
,,2900,92400,2020100,Lloguers,72000,0,72000,50171.59,0
,,2900,92400,2020999,Arrendaments d'edificis s/CONVENIS SUBV. EN ESPECIE,0,0,0,0,0
,,2910,92006,1200000,Retribució sou base funcionari A1,17428.52,0,17428.52,9845.62,0
,,2910,92006,1200300,Retribució sou base funcionari C1,23735.26,0,23735.26,13336.65,0
,,2910,92006,1200600,Triennis,3279.6,0,3279.6,1915.9,0
,,2910,92006,1210000,Complement Destí  funcionaris,13572.96,0,13572.96,7928.89,0
,,2910,92006,1210100,Complement específic funcionaris,21998.28,0,21998.28,12850.62,0
,,2910,92006,1510000,Gratificacions treballs extraordinaris,0,0,0,96.06,0
,,2910,92006,1600000,Seguretat Social,23343.6,0,23343.6,11674.16,0
,,3000,13200,1200300,Retribució sou base funcionari C1,13285.02,0,13285.02,7377.02,0
,,3000,13200,1200600,Triennis,2551.68,0,2551.68,1490.64,0
,,3000,13200,1210000,Complement Destí  funcionaris,3696.84,0,3696.84,2159.58,0
,,3000,13200,1210100,Complement específic funcionaris,13906.2,0,13906.2,8123.52,0
,,3000,13200,1600000,Seguretat Social,8588.64,0,8588.64,4294.32,0
,,3100,13200,1200000,Retribució sou base funcionari A1,22442.1,0,22442.1,12339.12,0
,,3100,13200,1200300,Retribució sou base funcionari C1,231774.03,0,231774.03,129449.46,0
,,3100,13200,1200600,Triennis,37133.12,0,37133.12,19702.23,0
,,3100,13200,1210000,Complement Destí  funcionaris,84276.24,0,84276.24,45587.62,0
,,3100,13200,1210100,Complement específic funcionaris,300209.04,0,300209.04,161634.39,0
,,3100,13200,1300000,Retribucions bàsiques personal laboral,25233.76,0,25233.76,14448.35,0
,,3100,13200,1300200,Altres retribucions personal laboral,928.08,0,928.08,536.99,0
,,3100,13200,1510000,Gratificacions treballs extraordinaris,0,0,0,15653.13,0
,,3100,13200,1600000,Seguretat Social,186512.64,0,186512.64,90324.59,0
,,3100,13200,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,8642.47,0
,,3100,13200,1620900,Altres despeses socials,0,0,0,332.4,0
,,3100,13200,2130300,Manteniment i reparació d'equips,25000,0,25000,3382.13,0
,,3100,13200,2140100,Manteniment i neteja de vehicles,67000,5068.28,72068.28,45086.46,0
,,3100,13200,2219900,Altres subministraments,4200,0,4200,8176.63,0
,,3100,13200,2220300,Comunicacions informàtiques,3500,0,3500,0,0
,,3100,13200,2230000,Transports,500,0,500,0,0
,,3100,13200,2269900,Altres despeses,12500,0,12500,13010.56,0
,,3100,13200,2269901,Transferència Fòrum Europeu,4000,0,4000,3850,0
,,3100,13200,6240000,Elements de transport,50000,67998,117998,49880.46,117.54
,,3100,13301,2279903,Arrossegament de vehicles,750000,0,750000,408723.99,0
,,3100,13500,2269911,Pla d'emergència,5200,18000,23200,0,0
,,3200,13200,1200000,Retribució sou base funcionari A1,20516.86,0,20516.86,11389.79,0
,,3200,13200,1200300,Retribució sou base funcionari C1,1283023.66,0,1283023.66,869640.61,0
,,3200,13200,1200600,Triennis,163537.92,0,163537.92,86418.88,0
,,3200,13200,1210000,Complement Destí  funcionaris,394573.68,0,394573.68,207978.09,0
,,3200,13200,1210100,Complement específic funcionaris,1544863.08,0,1544863.08,808775.74,0
,,3200,13200,1210300,Altres complements funcionaris,3913.08,0,3913.08,2289.18,0
,,3200,13200,1510000,Gratificacions treballs extraordinaris,0,100000,100000,193846.22,0
,,3200,13200,1600000,Seguretat Social,942024.35,120111.79,1062136.14,475801.47,0
,,3200,13200,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,77174.13,0
,,3200,13200,1620900,Altres despeses socials,0,0,0,997.2,0
,,3200,13500,1200300,Retribucions sou base C1,13919.72,0,13919.72,7787.55,0
,,3200,13500,1200600,Trienis,1620.72,0,1620.72,946.83,0
,,3200,13500,1210000,Complement destí funcionaris,4512.72,0,4512.72,2636.19,0
,,3200,13500,1210100,Complement específic funcionaris,17537.64,0,17537.64,10244.89,0
,,3200,13500,1510000,Gratificacions treballs extraordinaris,0,0,0,2093.19,0
,,3200,13500,1600000,Seguretat social,10577.28,0,10577.28,5569.14,0
,,5000,23100,1100000,Retribucions Bàsiques Eventual Gabinets,17363.56,0,17363.56,9821.86,0
,,5000,23100,1100100,Retribucions Complementàries Eventual Ga,50558.2,0,50558.2,28994.82,0
,,5000,23100,1300000,Retribucions bàsiques personal laboral,6529.44,0,6529.44,18080.23,0
,,5000,23100,1300200,Altres retribucions personal laboral,252.12,0,252.12,924.97,0
,,5000,23100,1310000,Retribucions personal laboral eventual,0,0,0,3884.43,0
,,5000,23100,1600000,Seguretat Social,16146.6,0,16146.6,13704.38,0
,,5000,23100,1620900,Altres despeses socials,0,0,0,744.58,0
,,5000,23100,2260300,Anuncis oficials,500,1550.5,2050.5,318.4,0
,,5000,23100,2269900,Altres despeses,5000,-1550.5,3449.5,2757.59,0
,,5000,32406,4670100,Transferències a l'Heura,151000,0,151000,75500,0
,,5000,92400,4890101,Conveni Foment Associacionisme Ciutadà-FAVGRAM,13000,0,13000,13000,0
,,5020,23104,1200100,Sous base funcionari A2,0,0,0,4416,0
,,5020,23104,1200600,Triennis,0,0,0,0,0
,,5020,23104,1210000,Complement destí,0,0,0,1572.37,0
,,5020,23104,1210100,Complement específic,0,0,0,2943.26,0
,,5020,23104,1300000,Retribucions bàsiques personal laboral,181632.14,0,181632.14,86399.32,0
,,5020,23104,1300200,Altres retribucions personal laboral,17116.8,0,17116.8,8923.44,0
,,5020,23104,1600000,Seguretat Social,64014.22,0,64014.22,29051.79,0
,,5021,23110,4640000,EMT. Targeta rosa de transport,49000,0,49000,0,0
,,5021,92023,1300000,Retribucions bàsiques personal laboral,31880.28,0,31880.28,18243.82,0
,,5021,92023,1300200,Altres retribucions personal laboral,3756.6,0,3756.6,2194.48,0
,,5021,92023,1600000,Seguretat Social,11055.24,0,11055.24,5608.61,0
,,5021,92023,1620900,Altres despeses socials,0,0,0,332.4,0
,,5022,23111,2230000,Transports,515000,16300,531300,278229.01,0
,,5022,23111,2269900,Altres despeses,3000,0,3000,0,0
,,5022,23111,2279909,Contractes desenvolupament serveis,0,0,0,0,0
,,5022,23111,4800200,Transferències Serveis Socials a Institucions,30000,0,30000,14978,0
,,5022,92023,1200300,Retribució sou base funcionari C1,11836.86,0,11836.86,6902.91,0
,,5022,92023,1200600,Triennis,956.88,0,956.88,537.73,0
,,5022,92023,1210000,Complement Destí  funcionaris,3696.84,0,3696.84,2077.43,0
,,5022,92023,1210100,Complement específic funcionaris,6594.84,0,6594.84,3705.92,0
,,5022,92023,1600000,Seguretat Social,7110,0,7110,3543.58,0
,,5023,23112,2269900,Altres despeses,6345,0,6345,0,0
,,5023,23112,2279909,Contractes desenvolupament serveis,559000,0,559000,315077.62,0
,,5024,23101,2269900,Altres despeses,3610,0,3610,0,0
,,5024,23101,4790200,Subvenció dèficit explotació concessionari SAD,3200000,375867.71,3575867.71,2180294.88,0
,,5024,23102,2279909,Contractes desenvolupament serveis,150000,3630,153630,148383.01,0
,,5024,92023,1200300,Retribució sou base funcionari C1,12036.16,0,12036.16,6752.59,0
,,5024,92023,1200400,Retribució sou base funcionari C2,10887.36,0,10887.36,6054.99,0
,,5024,92023,1200600,Triennis,5066.16,0,5066.16,2959.65,0
,,5024,92023,1210000,Complement Destí  funcionaris,6849,0,6849,4000.97,0
,,5024,92023,1210100,Complement específic funcionaris,15198.12,0,15198.12,8878.21,0
,,5024,92023,1430000,Despeses per substitució,22355.66,0,22355.66,12774.35,0
,,5024,92023,1600000,Seguretat Social,19609.92,0,19609.92,9710.04,0
,,5030,31100,1200300,Retribució sou base funcionari C1,11699.1,0,11699.1,6584.06,0
,,5030,31100,1200400,Retribució sou base funcionari C2,10291.22,0,10291.22,5909.41,0
,,5030,31100,1200600,Triennis,650.88,0,650.88,371.21,0
,,5030,31100,1210000,Complement Destí  funcionaris,6849,0,6849,3957.19,0
,,5030,31100,1210100,Complement específic funcionaris,13770.48,0,13770.48,7944.57,0
,,5030,31100,1300000,Retribucions bàsiques personal laboral,71681.9,0,71681.9,36960.48,0
,,5030,31100,1300200,Altres retribucions personal laboral,19072.2,0,19072.2,11067.24,0
,,5030,31100,1310000,Retribucions personal laboral eventual,0,0,0,3365.06,0
,,5030,31100,1430000,Despeses per substitució,31430.72,0,31430.72,0,0
,,5030,31100,1600000,Seguretat Social,49100.5,0,49100.5,19788.16,0
,,5030,31100,2219909,Material tècnic,2000,0,2000,0,0
,,5030,31100,2269900,Altres despeses,5000,0,5000,866.96,0
,,5030,31100,2270600,Estudis i treballs tècnics,7000,0,7000,0,0
,,5030,31100,2279909,Contractes desenvolupament serveis,1000,0,1000,350.9,0
,,5030,31100,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,1112.2,1112.2,0,0
,,5030,92023,1200300,Retribució sou base funcionari C1,23710.72,0,23710.72,13341.49,0
,,5030,92023,1200600,Triennis,1912.14,0,1912.14,1070.48,0
,,5030,92023,1210000,Complement Destí  funcionaris,7393.68,0,7393.68,4308.89,0
,,5030,92023,1210100,Complement específic funcionaris,13189.68,0,13189.68,7686.62,0
,,5030,92023,1300000,Retribucions bàsiques personal laboral,6333.06,0,6333.06,0,0
,,5030,92023,1310000,Retribucions personal laboral eventual,0,0,0,2869.92,0
,,5030,92023,1510000,Gratificacions treballs extraordinaris,0,0,0,96.06,0
,,5030,92023,1600000,Seguretat Social,14976.63,0,14976.63,7459.35,0
,,5030,92023,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,2160.61,0
,,5030,92023,1620900,Altres despeses socials,0,0,0,631.56,0
,,5031,31101,2210600,Productes farmacèutics i sanitaris,2600,0,2600,405.35,0
,,5031,31101,2269900,Altres despeses,4900,0,4900,0,0
,,5031,31101,2270600,Estudis i treballs tècnics,18000,967.36,18967.36,7057.1,0
,,5031,31101,4890100,Altres transferències,0,14500,14500,3000,0
,,5032,49301,1200300,Retribució sou base funcionari C1,12053.2,0,12053.2,6761.11,0
,,5032,49301,1200600,Triennis,2261.04,0,2261.04,1320.88,0
,,5032,49301,1210000,Complement Destí  funcionaris,3696.84,0,3696.84,2159.58,0
,,5032,49301,1210100,Complement específic funcionaris,6594.84,0,6594.84,3852.47,0
,,5032,49301,1600000,Seguretat Social,6265.44,0,6265.44,3100.38,0
,,5032,49301,2270600,Estudis i treballs tècnics,21650,0,21650,15433.95,0
,,5032,49302,2230000,Transports,0,0,0,0,0
,,5032,49302,2270600,Estudis i treballs tècnics,3460,33219,36679,0,0
,,5033,31102,1200300,Retribució sou base funcionari C1,12548.02,0,12548.02,7008.52,0
,,5033,31102,1200600,Triennis,2245.68,0,2245.68,1311.9,0
,,5033,31102,1210000,Complement Destí  funcionaris,3696.84,0,3696.84,2159.58,0
,,5033,31102,1210100,Complement específic funcionaris,9666,0,9666,5646.54,0
,,5033,31102,1300000,Retribucions bàsiques personal laboral,54484.74,0,54484.74,28094.06,0
,,5033,31102,1300100,Hores extraordinàries,0,0,0,896.56,0
,,5033,31102,1300200,Altres retribucions personal laboral,4047,0,4047,2091.8,0
,,5033,31102,1510000,Gratificacions treballs extraordinaris,0,0,0,896.56,0
,,5033,31102,1600000,Seguretat Social,25709.15,0,25709.15,12256.73,0
,,5033,31102,2269900,Altres despeses,8500,-3593.75,4906.25,0,0
,,5033,31102,2279909,Contractes desenvolupament serveis,30960,28759.75,59719.75,26740.28,0
,,5100,92023,1200000,Retribució sou base funcionari A1,37565.64,0,37565.64,22365.06,0
,,5100,92023,1200300,Retribució sou base funcionari C1,51097.23,0,51097.23,25911.29,0
,,5100,92023,1200600,Triennis,13782.66,0,13782.66,5693.12,0
,,5100,92023,1210000,Complement Destí  funcionaris,29562.72,0,29562.72,14330.47,0
,,5100,92023,1210100,Complement específic funcionaris,60404.4,0,60404.4,29042.93,0
,,5100,92023,1210300,Altres complements funcionaris,12791.88,0,12791.88,0,0
,,5100,92023,1300000,Retribucions bàsiques personal laboral,196737.3,0,196737.3,94399.87,0
,,5100,92023,1300100,Hores extraordinàries,0,0,0,96.06,0
,,5100,92023,1300200,Altres retribucions personal laboral,21438.36,0,21438.36,11172.48,0
,,5100,92023,1430000,Despeses per substitució,45441.08,0,45441.08,26029.38,0
,,5100,92023,1600000,Seguretat Social,132967.93,0,132967.93,52894.03,0
,,5100,92023,1620900,Altres despeses socials,0,0,0,332.4,0
,,5112,23113,1200000,Retribució sou base funcionari A1,17889.62,0,17889.62,10236.79,0
,,5112,23113,1200100,Retribució sou base funcionari A2,15428.3,0,15428.3,8692.41,0
,,5112,23113,1200400,Retribució sou base funcionari C2,10600.8,0,10600.8,0,0
,,5112,23113,1200600,Triennis,5067.36,0,5067.36,2300.4,0
,,5112,23113,1210000,Complement Destí  funcionaris,14559.6,0,14559.6,6608.66,0
,,5112,23113,1210100,Complement específic funcionaris,27073.08,0,27073.08,10710.15,0
,,5112,23113,1300000,RETRIBUCIONS BÀSIQUES.,0,0,0,12941.31,0
,,5112,23113,1300200,Altres remuneracions personal laboral fix,0,0,0,833.98,0
,,5112,23113,1600000,Seguretat Social,26891.4,0,26891.4,13355.58,0
,,5112,23113,2279909,Contractes desenvolupament serveis,30500,0,30500,11168.14,0
,,5112,23117,1200100,Retribució sou base funcionari A2,15190.01,0,15190.01,10292.61,0
,,5112,23117,1200600,Triennis,948.24,0,948.24,379.08,0
,,5112,23117,1210000,Complement Destí  funcionaris,4784.88,0,4784.88,3268.41,0
,,5112,23117,1210100,Complement específic funcionaris,7373.28,0,7373.28,5036.44,0
,,5112,23117,1600000,Seguretat Social,8704.8,0,8704.8,5988.02,0
,,5112,23117,2200000,"Material d'oficina, ordinari no inventariable",1000,0,1000,0,0
,,5112,23117,2279909,Contractes desenvolupament serveis,59000,0,59000,21754.99,0
,,5200,33000,1100000,Retribucions Bàsiques Eventual Gabinets,40325.4,0,40325.4,23773.27,0
,,5200,33000,1100100,Retribucions Complementàries Eventual Ga,94674.6,0,94674.6,53581.91,0
,,5200,33000,1200300,Retribució sou base funcionari C1,11826.76,0,11826.76,9443.83,0
,,5200,33000,1200600,Triennis,854.88,0,854.88,284.96,0
,,5200,33000,1210000,Complement Destí  funcionaris,3696.84,0,3696.84,1232.28,0
,,5200,33000,1210100,Complement específic funcionaris,6594.84,0,6594.84,2198.28,0
,,5200,33000,1600000,Seguretat Social,47466.24,0,47466.24,23883.58,0
,,5200,33000,2020100,Arrendaments d'edificis i altres construccions,1000,0,1000,0,0
,,5200,33000,2269900,Altres despeses,1000,0,1000,0,0
,,5200,33000,2279909,Comunicació,6650,0,6650,0,0
,,5200,92023,1200300,Retribució sou base funcionari C1,12046.26,0,12046.26,6757.64,0
,,5200,92023,1200600,Triennis,2347.68,0,2347.68,1371.48,0
,,5200,92023,1210000,Complement Destí  funcionaris,3696.84,0,3696.84,2159.58,0
,,5200,92023,1210100,Complement específic funcionaris,6594.84,0,6594.84,3852.47,0
,,5200,92023,1600000,Seguretat Social,6281.16,0,6281.16,3219.31,0
,,5200,92023,1620900,Altres despeses socials,0,0,0,332.4,0
,,5209,23107,2269900,Altres despeses,1500,10000,11500,0,0
,,5209,23107,2279909,Contractes desenvolupament serveis,76800,-10112.18,66687.82,34407.24,0
,,5209,23107,4890902,"Altres transferències quota associació, convenis administrac",0,10112.18,10112.18,0,0
,,5210,33802,1300000,Retribucions bàsiques personal laboral,7740.24,0,7740.24,0,0
,,5210,33802,1300200,Altres retribucions personal laboral,395.88,0,395.88,0,0
,,5210,33802,1310000,Retribucions personal Laboral eventual,31263.11,0,31263.11,22566.1,0
,,5210,33802,1600000,Seguretat Social,12603.74,0,12603.74,6207.12,0
,,5210,33802,2200100,"Premsa, revistes, llibres i altres publicacions",1000,0,1000,0,0
,,5210,33802,2230000,Transports,1000,329.12,1329.12,2842.62,0
,,5210,33802,2269900,Altres despeses,2000,11449,13449,21676.84,0
,,5210,33802,2270600,Estudis i treballs tècnics,0,1000,1000,23298.55,0
,,5210,33802,2279909,Contractes desenvolupament serveis,265000,175856.67,440856.67,300833.5,0
,,5210,33802,2279910,Contractes activitats artístiques i culturals,415500,3449,418949,205988.26,0
,,5210,33802,4890100,Conveni Gremi Firaires-Festa Major,26500,0,26500,0,0
,,5210,38802,2270600,Estudis i treballs tècnics,1000,-1000,0,0,0
,,5300,32701,2230000,TRANSPORTS,0,0,0,660,0
,,5300,32701,2269900,Altres despeses,12000,0,12000,4682.7,0
,,5300,32701,2279909,Altres treballs realitzats per empreses i profesionals,0,0,0,3840.54,0
,,5400,32702,2200100,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS.",0,0,0,1424.9,0
,,5400,32702,2269900,Altres despeses,12000,-1751.52,10248.48,0,0
,,5400,32702,2279909,Contractes desenvolupament servei,0,0,0,3892.35,0
,,5400,32702,6250100,Mobiliari,0,1751.52,1751.52,1751.52,0
,,5411,33402,1300000,Retribucions bàsiques personal laboral,84879.8,0,84879.8,48615.59,0
,,5411,33402,1300100,Hores extraordinàries,0,0,0,2121,0
,,5411,33402,1300200,Altres retribucions personal laboral,24631.44,0,24631.44,14084.43,0
,,5411,33402,1600000,Seguretat Social,30972.82,0,30972.82,15414.6,0
,,5411,33402,1620900,Altres despeses socials,0,0,0,332.4,0
,,5411,33402,2219900,Altres subministraments,1000,0,1000,786.8,0
,,5411,33402,2269900,Altres despeses,11000,0,11000,481.58,0
,,5411,33402,2279909,Contractes desenvolupament serveis,3000,19449.27,22449.27,38447.99,0
,,5411,33402,2279910,Contractes activitats artístiques i culturals,85000,54423.66,139423.66,83279.35,0
,,5412,33401,1300000,Retribucions bàsiques personal laboral,22227.82,0,22227.82,12718.3,0
,,5412,33401,1430000,Despeses per substitució,31864.7,0,31864.7,18229.47,0
,,5412,33401,1600000,Seguretat Social,17173.32,0,17173.32,8512.41,0
,,5412,33401,2269900,Altres despeses,2000,116.16,2116.16,1732.72,0
,,5412,33401,2279909,Contractes desenvolupament serveis,13000,2877.56,15877.56,13766.36,0
,,5412,33401,2279910,Contractes activitats artístiques i culturals,10250,10445,20695,16706.25,0
,,5412,33402,2279909,Contractes desenvolupament serveis,15000,-7083.62,7916.38,0,0
,,5412,33402,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,2083.62,2083.62,0,0
,,5413,33302,1300000,Retribucions bàsiques personal laboral,29722,0,29722,12784.5,0
,,5413,33302,1300100,Hores extraordinàries,0,0,0,937,0
,,5413,33302,1300200,Altres retribucions personal laboral,3433.8,0,3433.8,766.73,0
,,5413,33302,1310000,Retribucions personal laboral eventual,0,0,0,5441.42,0
,,5413,33302,1430000,Despeses per substitució,33450.32,0,33450.32,18208.35,0
,,5413,33302,1600000,Seguretat Social,21061.44,0,21061.44,9381.34,0
,,5413,33302,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,0,0
,,5413,33302,2230000,Transports,1000,0,1000,0,0
,,5413,33302,2240000,Assegurances,1000,0,1000,1025.24,0
,,5413,33302,2269900,Altres despeses,2000,0,2000,0,0
,,5413,33302,2279909,Contractes desenvolupament serveis,1000,387.2,1387.2,13036.77,0
,,5413,33302,2279910,Contractes activitats artístiques i culturals,15000,1699,16699,0,0
,,5414,33301,1200400,Retribució sou base funcionari C2,10587.99,0,10587.99,5896.35,0
,,5414,33301,1200600,Triennis,506.24,0,506.24,253.5,0
,,5414,33301,1210000,Complement Destí  funcionaris,3152.16,0,3152.16,1841.39,0
,,5414,33301,1210100,Complement específic funcionaris,9063.72,0,9063.72,5294.71,0
,,5414,33301,1300000,Retribucions bàsiques personal laboral,62561.5,0,62561.5,36202.21,0
,,5414,33301,1300100,Hores extraordinàries,0,0,0,990,0
,,5414,33301,1300200,Altres retribucions personal laboral,13361.04,0,13361.04,9754.94,0
,,5414,33301,1430000,Despeses per substitució,53425.69,0,53425.69,30551.81,0
,,5414,33301,1510000,Gratificacions treballs extraordinaris,0,0,0,1003,0
,,5414,33301,1600000,Seguretat Social,45642.98,0,45642.98,22244.2,0
,,5414,33301,1620900,Altres despeses socials,0,0,0,0,0
,,5414,33301,2240000,Assegurances,0,0,0,177.74,0
,,5414,33301,2269900,Altres despeses,8500,-3533.2,4966.8,748.07,0
,,5414,33301,2270600,Estudis i treballs tècnics,1000,0,1000,865.15,0
,,5414,33301,2279909,Contractes desenvolupament serveis,1000,0,1000,4593.25,0
,,5414,33301,2279910,Contractes activitats artístiques i culturals,23250,3200,26450,0,0
,,5414,33301,4890100,Altres transferències,750,0,750,0,0
,,5414,33301,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,2262.7,2262.7,2262.7,0
,,5414,33301,6250100,Mobiliari,0,1270.5,1270.5,1270.5,0
,,5414,33600,6320000,"Edificis i altres construccions, inversió de reposició",0,60000,60000,0,0
,,5415,33210,1300000,Retribucions bàsiques personal laboral,32802.88,0,32802.88,18652.09,0
,,5415,33210,1300200,Altres retribucions personal laboral,8815.8,0,8815.8,5149.89,0
,,5415,33210,1600000,Seguretat Social,13169.64,0,13169.64,6537.82,0
,,5415,33210,2200100,"Premsa, revistes, llibres i altres publicacions-despeses com",600,0,600,0,0
,,5415,33210,2269900,Altres despeses comunes biblioteques,3600,1699,5299,1010.35,0
,,5415,33210,2279910,Contractes activitats artístiques i culturals-Comuns Bibliot,3800,0,3800,0,0
,,5415,33211,1200300,Retribució sou base funcionari C1,84306.8,0,84306.8,40383.55,0
,,5415,33211,1200600,Triennis,7379.28,0,7379.28,3624.95,0
,,5415,33211,1210000,Complement Destí  funcionaris,25877.88,0,25877.88,12930.05,0
,,5415,33211,1210100,Complement específic funcionaris,52763.76,0,52763.76,26363.75,0
,,5415,33211,1510000,Gratificacions treballs extraordinaris,0,0,0,2368,0
,,5415,33211,1600000,Seguretat Social,47777.46,0,47777.46,20590.66,0
,,5415,33211,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca C",600,0,600,3379.56,0
,,5415,33211,2269900,Altres despeses -Biblioteca Central,3600,0,3600,1886.23,0
,,5415,33211,2279910,Contractes activitats artístiques i culturals-Biblioteca Cen,3800,0,3800,1133.61,0
,,5415,33212,1200300,Retribució sou base funcionari C1,60121.34,0,60121.34,31270,0
