#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials
,,5200,33000,1100000,Retribucions Bàsiques Eventual Gabinets,40728.96
,,5200,33000,1100100,Retribucions Complementàries Eventual Ga,109271.04
,,5200,33000,1200300,Retribució sou base funcionari C1,11968.31
,,5200,33000,1200600,Triennis,944.19
,,5200,33000,1210000,Complement Destí  funcionaris,3733.92
,,5200,33000,1210100,Complement específic funcionaris,6660.6
,,5200,33000,1600000,Seguretat Social,50216.72
,,5200,33000,2020100,Arrendaments d'edificis i altres construccions,1000
,,5200,33000,2269900,Altres despeses,1000
,,5200,33000,2279909,Comunicació,6650
,,5200,92023,1200300,Retribució sou base funcionari C1,12166.82
,,5200,92023,1200600,Triennis,2371.68
,,5200,92023,1210000,Complement Destí  funcionaris,3733.92
,,5200,92023,1210100,Complement específic funcionaris,6660.6
,,5200,92023,1600000,Seguretat Social,6283.2
,,5209,23107,2269900,Altres despeses,1500
,,5209,23107,2279909,Contractes desenvolupament serveis,86800
,,5210,33802,1310000,Retribucions personal Laboral eventual,40338.82
,,5210,33802,1600000,Seguretat Social,12726.96
,,5210,33802,2200100,"Premsa, revistes, llibres i altres publicacions",1000
,,5210,33802,2230000,Transports,1000
,,5210,33802,2269900,Altres despeses,9500
,,5210,33802,2270600,Estudis i treballs tècnics,1000
,,5210,33802,2279909,Contractes desenvolupament serveis,365000
,,5210,33802,2279910,Contractes activitats artístiques i culturals,415500
,,5210,33802,4890100,Conveni Gremi Firaires-Festa Major,26500
,,5300,32701,2269900,Altres despeses,24000
,,5400,32702,2269900,Altres despeses,24000
,,5411,33402,2279910,Contractes activitats artístiques i culturals,85000
,,5411,33402,1300000,Retribucions bàsiques personal laboral,85784.66
,,5411,33402,1300200,Altres retribucions personal laboral,24877.32
,,5411,33402,1600000,Seguretat Social,31458.12
,,5411,33402,2219900,Altres subministraments,1000
,,5411,33402,2269900,Altres despeses,11000
,,5411,33402,2279909,Contractes desenvolupament serveis,3000
,,5412,33401,2279910,Contractes activitats artístiques i culturals,10250
,,5412,33401,1300000,Retribucions bàsiques personal laboral,22450.3
,,5412,33401,1430000,Despeses per substitució,32290.34
,,5412,33401,1600000,Seguretat Social,17270.76
,,5412,33401,2269900,Altres despeses,2000
,,5412,33401,2279909,Contractes desenvolupament serveis,13000
,,5412,33402,2279909,Contractes desenvolupament serveis,15000
,,5413,33302,1300000,Retribucions bàsiques personal laboral,21618.88
,,5413,33302,1300200,Altres retribucions personal laboral,2285.04
,,5413,33302,1430000,Despeses per substitució,33785.04
,,5413,33302,1600000,Seguretat Social,17981.16
,,5413,33302,2230000,Transports,1000
,,5413,33302,2240000,Assegurances,1000
,,5413,33302,2269900,Altres despeses,2000
,,5413,33302,2279909,Contractes desenvolupament serveis,1000
,,5413,33302,2279910,Contractes activitats artístiques i culturals,15000
,,5414,33301,1200400,Retribució sou base funcionari C2,10712.04
,,5414,33301,1200600,Triennis,657.72
,,5414,33301,1210000,Complement Destí  funcionaris,3183.72
,,5414,33301,1210100,Complement específic funcionaris,9154.2
,,5414,33301,1300000,Retribucions bàsiques personal laboral,64202.08
,,5414,33301,1300200,Altres retribucions personal laboral,17163.96
,,5414,33301,1430000,Despeses per substitució,54088.02
,,5414,33301,1600000,Seguretat Social,46252.2
,,5414,33301,2269900,Altres despeses,8500
,,5414,33301,2270600,Estudis i treballs tècnics,1000
,,5414,33301,2279909,Contractes desenvolupament serveis,1000
,,5414,33301,2279910,Contractes activitats artístiques i culturals,23250
,,5414,33301,4890100,Altres transferències,750
,,5415,33210,1300000,Retribucions bàsiques personal laboral,33273.84
,,5415,33210,1300200,Altres retribucions personal laboral,8903.88
,,5415,33210,1600000,Seguretat Social,13307.28
,,5415,33210,2200100,"Premsa, revistes, llibres i altres publicacions-despeses com",600
,,5415,33210,2269900,Altres despeses comunes biblioteques,3600
,,5415,33210,2279910,Contractes activitats artístiques i culturals-Comuns Bibliot,3800
,,5415,33211,1200300,Retribució sou base funcionari C1,85342.15
,,5415,33211,1200600,Triennis,8390.31
,,5415,33211,1210000,Complement Destí  funcionaris,26137.44
,,5415,33211,1210100,Complement específic funcionaris,53289.6
,,5415,33211,1600000,Seguretat Social,49659.84
,,5415,33211,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca C",600
,,5415,33211,2269900,Altres despeses -Biblioteca Central,3600
,,5415,33211,2279910,Contractes activitats artístiques i culturals-Biblioteca Cen,3800
,,5415,33212,1200300,Retribució sou base funcionari C1,48701.71
,,5415,33212,1200400,Retribució sou base funcionari C2,10576.74
,,5415,33212,1200600,Triennis,6371.91
,,5415,33212,1210000,Complement Destí  funcionaris,18119.4
,,5415,33212,1210100,Complement específic funcionaris,38359.44
,,5415,33212,1600000,Seguretat Social,30917.84
,,5415,33212,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca C",600
,,5415,33212,2269900,Altres despeses -Biblioteca Can Peixauet,3600
,,5415,33212,2279910,Contractes activitats artístiques i culturals-Biblioteca Can,3800
,,5415,33213,1200300,Retribució sou base funcionari C1,60254.06
,,5415,33213,1200400,Retribució sou base funcionari C2,10504.38
,,5415,33213,1200600,Triennis,3243.12
,,5415,33213,1210000,Complement Destí  funcionaris,21853.32
,,5415,33213,1210100,Complement específic funcionaris,45972.24
,,5415,33213,1600000,Seguretat Social,43685.76
,,5415,33213,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca S",600
,,5415,33213,2269900,Altres despeses -Biblioteca Singuerlin,3600
,,5415,33213,2279910,Contractes activitats artístiques i culturals-Biblioteca Sin,3800
,,5415,33214,1200300,Retribució sou base funcionari C1,36110.16
,,5415,33214,1200600,Triennis,1288.8
,,5415,33214,1210000,Complement Destí  funcionaris,11201.76
,,5415,33214,1210100,Complement específic funcionaris,22838.4
,,5415,33214,1600000,Seguretat Social,21932.04
,,5415,33214,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca F",600
,,5415,33214,2269900,Altres despeses -Biblioteca Fondo,3600
,,5415,33214,2279910,Contractes activitats artístiques i culturals-Biblioteca Fon,3800
,,5416,33403,2279910,Contractes activitats artístiques i culturals,11300
,,5417,33404,2269900,Altres despeses -Centre Rellotge XXI,1000
,,5417,33404,2279909,Contractes desenvolupament serveis- Centre Rellotge XXI,108000
,,5417,33405,2269900,Altres despeses -Mas Fonollar,1000
,,5417,33405,2279909,Contractes desenvolupament serveis - Mas Fonollar,99350
,,5417,33406,2279909,Contractes desenvolupament serveis -Servei Pidces,14000
,,5417,33407,1430000,Despeses per substitució,22506.82
,,5417,33407,1600000,Seguretat Social,7307.71
,,5417,33407,2279909,Contractes desenvolupament serveis- Programa Joventut,55000
,,5418,32601,2269900,Altres despeses,4400
,,5418,32601,2279909,Contractes desenvolupament serveis,1000
,,5419,23104,4890300,Transferències entitats (atenció a la dependència i a la gen,11975
,,5419,23106,4800200,Transferències Serveis Socials a Institucions (Benestar Soci,15000
,,5419,23113,4890100,Altres transferències (dona),4035
,,5419,31100,4890300,Transferències entitats (zoonosi i protecció d'animals),1550
,,5419,31101,4890300,Transferències entitats (salut pública i consum),15825
,,5419,32600,4890100,Altres transferències (educació i infància),5500
,,5419,33400,4890300,"Transferències entitats (cultura, gent gran, infància i jove",43512.72
,,5419,33702,4890300,Transferències entitats (Infància i Joventut),5487.28
,,5419,92023,1300000,Retribucions bàsiques personal laboral,32932.39
,,5419,92023,1300200,Altres retribucions personal laboral,8541.12
,,5419,92023,1600000,Seguretat Social,12955.56
,,5419,92400,4890100,Altres transferències (cultura de proximitat),17868.41
,,5419,92400,4890300,Transferències entitats (promoció de participació i ciutadan,1375
,,5500,23103,2120100,Arrenjament habitatges,39000
,,5500,23104,2279909,Contractes desenvolupament serveis,40000
,,5500,23105,1200000,Retribució sou base funcionari A1,17677.6
,,5500,23105,1200100,Retribució sou base funcionari A2,115435.9
,,5500,23105,1200300,Retribució sou base funcionari C1,11816.18
,,5500,23105,1200400,Retribució sou base funcionari C2,32258.2
,,5500,23105,1200600,Triennis,15142.33
,,5500,23105,1210000,Complement Destí  funcionaris,55771.86
,,5500,23105,1210100,Complement específic funcionaris,109471.26
,,5500,23105,1300000,Retribucions bàsiques personal laboral,616414.03
,,5500,23105,1300200,Altres retribucions personal laboral,72157.08
,,5500,23105,1310000,Retribucions personal Laboral eventual,35590.17
,,5500,23105,1430000,Despeses per substitució,232634.75
,,5500,23105,1600000,Seguretat Social,403548.39
,,5500,23105,2210500,Productes alimentaris,1000
,,5500,23105,2230000,Transports,1000
,,5500,23105,2269900,Altres despeses,1000
,,5500,23105,2270400,"Custòcia, dipòsit i magatzematge",1000
,,5500,23105,2279909,Contractes desenvolupament serveis,59000
,,5500,23105,4800100,Transferències Serveis Socials,392500
,,5500,23115,4890800,Fons d' ajuts socials,3700000
,,5500,23123,2279909,Contractes desenvolupament serveis-Casals d'estiu,50000
,,5500,92023,1200100,Retribució sou base funcionari A2,15686.14
,,5500,92023,1200300,Retribució sou base funcionari C1,12120.44
,,5500,92023,1200600,Triennis,3610.6
,,5500,92023,1210000,Complement Destí  funcionaris,8566.68
,,5500,92023,1210100,Complement específic funcionaris,15706.8
,,5500,92023,1300000,Retribucions bàsiques personal laboral,57801.74
,,5500,92023,1300200,Altres retribucions personal laboral,1599.24
,,5500,92023,1600000,Seguretat Social,32609.52
,,5514,23100,1200000,Retribució sou base funcionari A1,17656.62
,,5514,23100,1200100,Retribució sou base funcionari A2,15677.59
,,5514,23100,1200300,Retribució sou base funcionari C1,14719.28
,,5514,23100,1200600,Triennis,7496.76
,,5514,23100,1210000,Complement Destí  funcionaris,14807.76
,,5514,23100,1210100,Complement específic funcionaris,24964.92
,,5514,23100,1210300,Altres complements funcionaris,12919.8
,,5514,23100,1300000,Retribucions bàsiques personal laboral,67265.88
,,5514,23100,1300200,Altres retribucions personal laboral,14459.64
,,5514,23100,1600000,Seguretat Social,56315.07
,,5514,23118,2269900,Altres despeses,3090
,,5514,23118,2270600,Estudis i treballs tècnics,5000
,,5514,23118,2279909,Contractes desenvolupament serveis,114000
,,5514,23118,4890100,Altres transferències,6500
,,5514,23118,4890101,Conveni Banc del Temps,8500
,,5600,23121,2279909,Contractes desenvolupament serveis,526435
,,5600,32700,1200300,Retribucions sou base funcionari C1,12001.7
,,5600,32700,1200600,Trienis,1288.8
,,5600,32700,1210000,Complement destí funcionaris,3733.92
,,5600,32700,1210100,Complement específic funcionaris,6660.6
,,5600,32700,1300000,Retribucions bàsiques personal laboral,93047.92
,,5600,32700,1300200,Altres retribucions personal laboral,28277.52
,,5600,32700,1600000,Seguretat Social,41054.16
,,5700,33801,2030000,"Arrendaments maquinària, instal·lacions i utillatge",30000
,,5700,33801,2260900,Actes i exposicions,9000
,,5700,33801,2269900,Altres despeses,1000
,,5700,33801,2279909,Contractes desenvolupament serveis,10000
,,5800,33701,1200300,Retribucions sou base funcionari C1,14459.14
,,5800,33701,1200400,Retribucions sou base funcionari C2,63063.92
,,5800,33701,1200600,Trienis,6482.64
,,5800,33701,1210000,Complement Desti funcionaris,25343.4
,,5800,33701,1210100,Complement Específic funcionaris,65282.4
,,5800,33701,1300000,Retribucions bàsiques personal laboral,129800.09
,,5800,33701,1300200,Altres retribucions personal laboral,4520.4
,,5800,33701,1310000,Retribucions personal eventual temporal,35949.82
,,5800,33701,1430000,Despeses per substitucions,73782.99
,,5800,33701,1600000,Seguretat Social,128128.67
,,5800,33701,2120100,Manteniment d'edificis-casals,34000
,,5800,33701,2219900,Altres subministraments,1000
,,5800,33701,2230000,Transports,1000
,,5800,33701,2240000,Assegurances,1000
,,5800,33701,2269900,Altres despeses,21100
,,5800,33701,2279909,Contractes desenvolupament serveis,135000
,,5800,33701,4890100,Altres transferències,26000
,,5900,34000,2269900,Altres despeses,1600
,,5900,34000,2270600,Estudis i treballs Tècnics Administració,4350
,,5900,34100,1300000,Retribucions bàsiques personal laboral,93377.3
,,5900,34100,1300200,Altres retribucions personal laboral,18610.56
,,5900,34100,1600000,Seguretat social,34847.16
,,5900,34100,2260201,Publicitat i comunicació-foment esport,2500
,,5900,34100,2260921,Actes i activitats esportives,39000
,,5900,34100,2270600,Estudis i treballs Tècnics Promoció,4900
,,5900,34100,2279915,Activitats esportives Gent Gran,44000
,,5900,34100,4890700,Programes esportius,78000
,,5900,34100,4890801,Conveni Consell Esportiu Barcelonès Nord,48000
,,5900,34100,4890802,Associació Natació Gramenet - Ús piscina,12000
,,5900,34100,4890803,Unió Colomenca d'Atelisme - Organització Cross A. Amorós,12000
,,5900,34100,4890804,Club Patí Gramenet - Festival Patinatge,4200
,,5900,34100,4890805,Futbol Sala La Unión - 24 hs Futbol Sala,1000
,,5900,34100,4890807,Associació Esportiva Serra de Marina - Act. Esportives,2200
,,5900,34100,4890808,Futbol Sala García - Promoció Futbol Sala,70000
,,5900,34100,4890811,Futbol Sala Ràpid Santa Coloma - Torneig FS,4500
,,5900,34100,4890812,Club Ciclista Colomenc - Cursa Veterans Festa Major,2000
,,5900,34100,4890820,Associació Espanyola Contra el Càncer-Cursa per la vida,3500
,,5900,34201,1300000,Retribucions bàsiques personal laboral,139240.06
,,5900,34201,1300200,Altres retribucions personal laboral,11358.36
,,5900,34201,1600000,Seguretat social,47513.88
,,5900,34201,2120100,Manteniment d'instal·lacions esportives,47000
,,5900,34201,2211100,Material Tècnic,6000
,,5900,34201,2219900,Altres subministraments,3500
,,5900,34201,2279919,Serveis de consergeria,420000
,,5900,34201,4890815,Fundación Deportiva Grama - Gestió Nou Camp Municipal,98000
,,5900,34201,4890818,Institut Numància - Pistes esportives,6500
,,5900,34201,4890819,Institut Can Peixauet - Pistes Esportives,9500
,,5900,34201,4890821,Centre Esportiu Raval,100000
,,5900,34201,4890822,Fundación Deportiva Grama - Camp Oliveres,46000
,,5900,34201,4890823,Club Esportiu Lluita Braços,500
,,5900,34201,4890824,Institut Les Vinyes-Pistes Esportives,6000
,,5900,34201,6320100,Edificis instal·lacions esportives: inversió reposició,6000
,,5900,34201,7700000,Subvenció obres millora i ampliació CEM Can Zam a Duet Can Z,99036
,,6000,92022,1100000,Retribucions Bàsiques Eventual Gabinets,15939.62
,,6000,92022,1100100,Retribucions Complementàries Eventual Ga,46423.7
,,6000,92022,1600000,Seguretat Social,13819.44
,,6000,92023,1200300,Retribució sou base funcionari C1,11955.32
,,6000,92023,1200600,Triennis,966.6
,,6000,92023,1210000,Complement Destí  funcionaris,3733.92
,,6000,92023,1210100,Complement específic funcionaris,6660.6
,,6000,92023,1600000,Seguretat Social,7158.24
,,6000,92400,2269900,Altres despeses,500
,,6100,32000,1300000,Retribucions bàsiques personal laboral,65790.41
,,6100,32000,1300200,Altres retribucions personal laboral,15923.28
,,6100,32000,1600000,Seguretat Social,25193.55
,,6100,32000,2260300,Anuncis oficials,1000
,,6100,32000,2269900,Altres despeses,500
,,6100,32602,4890100,Transferències Consell Comarcal. Transport escolar,40000
,,6100,32603,4890100,Convenis (educació i infància),8500
,,6100,92023,1300000,Retribucions bàsiques personal laboral,25443.86
,,6100,92023,1600000,Seguretat Social,7862.16
,,6110,32001,2269900,Altres despeses,13000
,,6110,32604,1430000,Despeses per substitució,29835.64
,,6110,32604,1600000,Seguretat Social,9371.52
,,6110,32604,4890600,Transferència a les famílies per l'adquisició de llibres,765000
,,6110,32605,4890601,Transferència a les famílies per l'adquisició d'ordinadors,177750
,,6120,32607,1200100,Retribució sou base funcionari A2,15913.31
,,6120,32607,1200600,Triennis,3040.64
,,6120,32607,1210000,Complement Destí  funcionaris,4832.76
,,6120,32607,1210100,Complement específic funcionaris,9046.2
,,6120,32607,1300000,Retribucions bàsiques personal laboral,22359.36
,,6120,32607,1300200,Altres retribucions personal laboral,660.96
,,6120,32607,1600000,Seguretat Social,17447.33
,,6120,32607,2269900,Altres despeses,5000
,,6120,32607,2279909,Contractes desenvolupament serveis,98000
,,6120,32608,1300000,Retribucions bàsiques personal laboral,66195.08
,,6120,32608,1300200,Altres retribucions personal laboral,3808.2
,,6120,32608,1310000,Retribucions personal Laboral eventual,31703.4
,,6120,32608,1600000,Seguretat Social,31882.08
,,6120,32608,2279909,Contractes desenvolupament serveis (pla educatiu entorn),23400
,,6130,32301,1300000,Retribucions bàsiques personal laboral,32044.31
,,6130,32301,1300200,Altres retribucions personal laboral,1599.24
,,6130,32301,1430000,Despeses per substitució,31563.46
,,6130,32301,1600000,Seguretat Social,20290.44
,,6130,32301,2279909,Contractes desenvolupament serveis,2000000
,,6140,32302,1200300,Retribució sou base funcionari C1,12671.26
,,6140,32302,1200400,Retribució sou base funcionari C2,104845.76
,,6140,32302,1200600,Triennis,7729.89
,,6140,32302,1210000,Complement Destí  funcionaris,35571.12
,,6140,32302,1210100,Complement específic funcionaris,88597.2
,,6140,32302,1300000,Retribucions bàsiques personal laboral,403013.45
,,6140,32302,1300200,Altres retribucions personal laboral,11216.88
,,6140,32302,1310000,Retribucions personal Laboral eventual,19351.57
,,6140,32302,1430000,Despeses per substitució,152711.96
,,6140,32302,1600000,Seguretat Social,258670.84
,,6140,32302,2120100,Manteniment d'edificis-educació,50000
,,6140,32302,4890100,Altres transferències,9000
,,7000,15100,1100000,Retribucions Bàsiques Eventual Gabinets,13576.32
,,7000,15100,1100100,Retribucions Complementàries Eventual Ga,50439.32
,,7000,15100,1200300,Retribució sou base funcionari C1,12481.3
,,7000,15100,1200600,Triennis,3248.64
,,7000,15100,1210000,Complement Destí  funcionaris,3733.92
,,7000,15100,1210100,Complement específic funcionaris,7679.16
,,7000,15100,1600000,Seguretat Social,21199.56
,,7000,15100,2200100,"Premsa, revistes, llibres i altres publicacions",2700
,,7000,15100,2219909,Material tècnic,1500
,,7000,15100,2240000,Assegurances,23000
,,7000,15100,2260300,Anuncis oficials,3000
,,7000,15100,2269900,Altres despeses,62500
,,7000,15100,7800000,Subvencions a families,140000
,,7000,15310,4650000,Consell Comarcal-Rondes,25000
,,7010,15001,1200000,Retribució sou base funcionari A1,58906.42
,,7010,15001,1200100,Retribució sou base funcionari A2,32645.55
,,7010,15001,1200300,Retribució sou base funcionari C1,97740.25
,,7010,15001,1200600,Triennis,21342.31
,,7010,15001,1210000,Complement Destí  funcionaris,66715.8
,,7010,15001,1210100,Complement específic funcionaris,140433.12
,,7010,15001,1300000,Retribucions bàsiques personal laboral,57698.31
,,7010,15001,1300200,Altres retribucions personal laboral,5388.12
,,7010,15001,1430000,Despeses per substitució,44682.58
,,7010,15001,1600000,Seguretat Social,143088.23
,,7100,17000,1200000,Retribució sou base funcionari A1,55302.68
,,7100,17000,1200400,Retribució sou base funcionari C2,10748.22
,,7100,17000,1200600,Triennis,8614.08
,,7100,17000,1210000,Complement Destí  funcionaris,21906.96
,,7100,17000,1210100,Complement específic funcionaris,38576.16
,,7100,17000,1210300,Altres complements funcionaris,9343.2
,,7100,17000,1300000,Retribucions bàsiques personal laboral,39098.42
,,7100,17000,1300200,Altres retribucions personal laboral,16024.2
,,7100,17000,1600000,Seguretat Social,50083.32
,,7100,17000,2269900,Altres despeses,425
,,7110,31103,2269900,Altres despeses,12000
,,7110,31103,2270600,Estudis i treballs tècnics,98462
,,7110,31103,4650000,Consell Comarcal. Centre d'acolliment d'animals,77200
,,7120,17200,2270600,Estudis i treballs tècnics,53000
,,7120,17200,4890100,Altres transferències,1500
,,7130,17220,2270600,Estudis i treballs tècnics,78000
,,7140,13600,2270600,Estudis i treballs tècnics,80000
,,7140,17230,2270600,Estudis i treballs tècnics,41000
,,7150,16221,2270000,Neteja,71000
,,7150,16221,2270600,Estudis i treballs tècnics,37500
,,7300,15000,1200000,Retribució sou base funcionari A1,36861.2
,,7300,15000,1200600,Triennis,5099.68
,,7300,15000,1210000,Complement Destí  funcionaris,12482.16
,,7300,15000,1210100,Complement específic funcionaris,25346.88
,,7300,15000,1300000,Retribucions bàsiques personal laboral,92228.2
,,7300,15000,1300200,Altres retribucions personal laboral,22186.68
,,7300,15000,1600000,Seguretat Social,54477.16
,,7300,15000,2269900,Altres despeses,5000
,,7300,15120,6000100,Expropiacions,1400000
,,7400,15002,1200000,Retribució sou base funcionari A1,38863.34
,,7400,15002,1200100,Retribució sou base funcionari A2,34419.32
,,7400,15002,1200300,Retribució sou base funcionari C1,12808.26
,,7400,15002,1200600,Triennis,14974.2
,,7400,15002,1210000,Complement Destí  funcionaris,31037.76
,,7400,15002,1210100,Complement específic funcionaris,76385.04
,,7400,15002,1300000,Retribucions bàsiques personal laboral,38526.5
,,7400,15002,1300200,Altres retribucions personal laboral,17141.4
,,7400,15002,1600000,Seguretat Social,67100.16
,,7400,15100,2270600,Estudis i treballs tècnics,80000
,,7400,15100,4670300,Transferència Consorci Besós,50000
,,7500,15003,1200000,Retribució sou base funcionari A1,57625.55
,,7500,15003,1200100,Retribució sou base funcionari A2,49505.28
,,7500,15003,1200300,Retribució sou base funcionari C1,23972.8
,,7500,15003,1200600,Triennis,11398.12
,,7500,15003,1210000,Complement Destí  funcionaris,46256.4
,,7500,15003,1210100,Complement específic funcionaris,105143.28
,,7500,15003,1300000,Retribucions bàsiques personal laboral,25046.18
,,7500,15003,1430000,Despeses per substitució,20077.66
,,7500,15003,1600000,Seguretat Social,92852.26
,,7500,15320,6190001,Altres inversions reposicio infrastructures i bens destinats,374308.58
,,7600,92024,1200300,Retribució sou base funcionari C1,37092.24
,,7600,92024,1200400,Retribució sou base funcionari C2,10921.04
,,7600,92024,1200600,Trienis,948.63
,,7600,92024,1210000,Complement Destí funcionaris,14385.48
,,7600,92024,1210100,Complement específic funcionaris,39912.72
,,7600,92024,1300000,Retribucions bàsiques personal laboral,162036.99
,,7600,92024,1300200,Altres retribucions personal laboral,40249.8
,,7600,92024,1600000,Seguretat Social,94004.71
,,7610,16211,2270000,Neteja,475000
,,7610,16212,2270000,Neteja,752000
,,7610,16300,2269900,Altres despeses,20000
,,7610,16300,2270000,Neteja i recollida escombraries,7627000
,,7610,16301,2270000,Neteja,50000
,,7610,16302,2279911,Neteja i accessos mecànics,80000
,,7630,32300,2270000,Neteja,1941500
,,7630,33000,2270000,Neteja,375000
,,7630,34000,2270000,Neteja,222000
,,7630,43120,2270000,Neteja,73000
,,7630,92000,2270000,Neteja,435000
,,7660,43120,1200300,Retribució sou base funcionari C1,13933.77
,,7660,43120,1200400,Retribució sou base funcionari C2,31955.22
,,7660,43120,1200600,Triennis,4555.41
,,7660,43120,1210000,Complement Destí  funcionaris,15792.24
,,7660,43120,1210100,Complement específic funcionaris,41121.36
,,7660,43120,1300000,Retribucions bàsiques personal laboral,110312.08
,,7660,43120,1300200,Altres retribucions personal laboral,6300.12
,,7660,43120,1310000,Retribucions personal Laboral eventual,6214.78
,,7660,43120,1600000,Seguretat Social,77114.7
,,7660,43120,2120100,Manteniment d'edificis -mercats,120000
,,7660,43120,2269900,Altres despeses,20000
,,7700,15110,2100300,Execució d'obres subsidiàries (disciplina urbanística),39200
,,7700,15110,1200000,Retribució sou base funcionari A1,57597.15
,,7700,15110,1200100,Retribució sou base funcionari A2,66426.96
,,7700,15110,1200300,Retribució sou base funcionari C1,98531.51
,,7700,15110,1200400,Retribució sou base funcionari C2,10466.58
,,7700,15110,1200600,Triennis,32352.16
,,7700,15110,1210000,Complement Destí  funcionaris,78325.08
,,7700,15110,1210100,Complement específic funcionaris,172608.84
,,7700,15110,1300000,Retribucions bàsiques personal laboral,51212.66
,,7700,15110,1300200,Altres retribucions personal laboral,6203.76
,,7700,15110,1600000,Seguretat Social,156051.28
,,7700,15110,2269900,Altres despeses,2000
,,7700,15110,2270600,Estudis i treballs tècnics,1000
,,7800,15300,1200100,Retribució sou base funcionari A2,18631.86
,,7800,15300,1200600,Triennis,2483.6
,,7800,15300,1210000,Complement Destí  funcionaris,7583.16
,,7800,15300,1210100,Complement específic funcionaris,23349.24
,,7800,15300,1600000,Seguretat Social,11343.6
,,7800,15320,2100100,Manteniment via pública,26000
,,7800,15320,2101100,Desperfectes,11500
,,7800,15320,2140100,Manteniment i neteja de vehicles,40100
,,7800,15320,2219900,Altres subministraments,4400
,,7800,15320,2270600,Estudis i treballs tècnics,1000
,,7800,16000,2100200,Conexió clavegueram,8600
,,7810,15300,1200100,Retribució sou base funcionari A2,16565.2
,,7810,15300,1200300,Retribució sou base funcionari C1,12836.62
,,7810,15300,1200600,Triennis,3932.52
,,7810,15300,1210000,Complement Destí  funcionaris,9975
,,7810,15300,1210100,Complement específic funcionaris,23572.44
,,7810,15300,1300000,Retribucions bàsiques personal laboral,22311.6
,,7810,15300,1300200,Altres retribucions personal laboral,1906.92
,,7810,15300,1310000,Retribucions personal Laboral eventual,8165.98
,,7810,15300,1430000,Despeses per substitució,36244.8
,,7810,15300,1600000,Seguretat Social,41968.45
,,7810,15310,2101700,Manteniment escales mecàniques,510000
,,7810,15320,2100300,Execució d'obres subsidiàries (guals),12000
,,7810,15320,2100100,Manteniment via pública,347000
,,7810,15320,2100700,Manteniment pavimentació,733000
,,7810,24100,2101600,Plans d'ocupació,207500
,,7820,13300,1310000,Retribucions personal Laboral eventual,37306.24
,,7820,13300,1600000,Seguretat Social,11527.68
,,7820,13300,2100500,Manteniment via pública i edificis,20000
,,7820,13300,2100600,Manteniment semàfors,225300
,,7830,16500,2100800,Manteniment enllumenat,736000
,,7830,16500,2130400,Escomeses i legalitat,25000
,,7830,16500,2219909,Material tècnic,18000
,,7840,92000,1200400,Retribució sou base funcionari C2,10500.49
,,7840,92000,1200600,Triennis,712.53
,,7840,92000,1210000,Complement Destí  funcionaris,3183.72
,,7840,92000,1210100,Complement específic funcionaris,7776.36
,,7840,92000,1300000,Retribucions bàsiques personal laboral,96605.48
,,7840,92000,1300200,Altres retribucions personal laboral,19768.32
,,7840,92000,1310000,Retribucions personal Laboral eventual,70465.6
,,7840,92000,1430000,Despeses per substitució,44439.78
,,7840,92000,1600000,Seguretat Social,86431.93
,,7850,17100,1200100,Retribució sou base funcionari A2,33701.61
,,7850,17100,1200600,Triennis,4718.84
,,7850,17100,1210000,Complement Destí  funcionaris,12929.88
,,7850,17100,1210100,Complement específic funcionaris,27717.48
,,7850,17100,1600000,Seguretat Social,22487.52
,,7850,17100,2100900,Manteniment jardins i mobiliari urbà,60000
,,7850,17100,2270000,Neteja,2294000
,,7850,33705,6090000,Jocs Infantils-Meses Concertació 2016-2019,250000
,,7851,16000,2270000,Neteja,270000
,,7900,32300,2120100,Manteniment d'edificis -Educació,378000
,,7900,33600,6090000,Molí Ribé-Poblat Ibèric-Meses Concertació 16-19-Patrimoni hi,214717.5
,,7900,34000,2140100,Reparació de vehicles,5000
,,7900,34000,2240000,Assegurances,1444
,,7900,34100,2211100,Material Tècnic,4000
,,7900,34201,2120100,Manteniment d'edificis-Esports,195000
,,7900,34201,2270600,Estudis i treballs Tècnics Instal·lacions,49000
,,7900,34201,6320100,Edificis instal·lacions esportives: inversió reposició,50000
,,7900,92000,1200000,Retribució sou base funcionari A1,19530.08
,,7900,92000,1200100,Retribució sou base funcionari A2,49540.38
,,7900,92000,1200600,Triennis,4643.52
,,7900,92000,1210000,Complement Destí  funcionaris,25412.04
,,7900,92000,1210100,Complement específic funcionaris,59035.44
,,7900,92000,1300000,Retribucions bàsiques personal laboral,64334.12
,,7900,92000,1300200,Altres retribucions personal laboral,26195.88
,,7900,92000,1310000,Retribucions personal Laboral eventual,47415.64
,,7900,92000,1430000,Despeses per substitució,92986.6
,,7900,92000,1600000,Seguretat Social,130177.68
,,7900,92000,2120100,Manteniment d'edificis -Administració general,600000
,,7900,92000,2130100,Manteniment instal.lacions,545000
,,7900,92000,2270600,Estudis i treballs tècnics,22500
,,7910,16500,2210000,Energia elèctrica,680000
,,7910,16501,2210000,Energia elèctrica,39000
,,7910,16502,2210000,Energia elèctrica,74000
