#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Obligacions reconegudes
,,2440,92015,1200000,Retribució sou base funcionari A1,18324.52,0,3531.24
,,2440,92015,1200300,Retribució sou base funcionari C1,24357.65,0,4241.25
,,2440,92015,1200600,Triennis,7702.92,0,1910.43
,,2440,92015,1210000,Complement Destí  funcionaris,13949.16,0,3420.12
,,2440,92015,1210100,Complement específic funcionaris,22608.36,0,5519.31
,,2440,92015,1300000,Retribucions bàsiques personal laboral,40185.84,0,8477.16
,,2440,92015,1300100,Hores extraordinàries,0,0,0
,,2440,92015,1300200,Altres retribucions personal laboral,16305.12,0,4168.02
,,2440,92015,1430000,Despeses per substitució,22600.2,0,7047.86
,,2440,92015,1600000,Seguretat Social,43295.52,0,7854.67
,,2500,92002,1620900,Premi antiguitat,0,0,345.15
,,2500,92002,1200000,Retribució sou base funcionari A1,18731.98,0,3531.24
,,2500,92002,1200300,Retribució sou base funcionari C1,12570.98,0,2292.57
,,2500,92002,1200600,Triennis,4043.39,0,999.73
,,2500,92002,1210000,Complement Destí  funcionaris,11515.2,0,2943.6
,,2500,92002,1210100,Complement específic funcionaris,20400.6,0,5214.84
,,2500,92002,1310000,Retribucions personal Laboral eventual,44051.57,0,9864.87
,,2500,92002,1510000,Gratificacions treballs extraordinaris,0,0,126
,,2500,92002,1600000,Seguretat Social,32087.72,0,5631.91
,,2600,13000,2279916,Millora sistemes sala 092 Policia Local,25000,0,0
,,2600,13000,6270000,Millora sistemes sala 092 Policia Local - inversió,50000,0,0
,,2600,13200,6270000,Projectes complexos.Sala 092 Policia Local,0,179837.46,0
,,2600,92008,1620900,Premi antiguitat,0,0,690.31
,,2600,92008,2219900,Altres Subministraments,0,0,0
,,2600,92008,2260600,"Reunions, conferències i cursos",0,0,0
,,2600,92008,2269900,Altres despeses diverses,0,0,0
,,2600,92008,1200300,Retribució sou base funcionari C1,64185.86,0,14664.21
,,2600,92008,1200600,Triennis,11077.8,0,2321.24
,,2600,92008,1210000,Complement Destí  funcionaris,21234.36,0,4672.94
,,2600,92008,1210100,Complement específic funcionaris,42028.92,0,9216.6
,,2600,92008,1210300,Altres complements funcionaris,5120.04,0,872.54
,,2600,92008,1300000,Retribucions bàsiques personal laboral,120395.96,0,27441.93
,,2600,92008,1300100,Hores extraordinàries,0,0,1572.9
,,2600,92008,1300200,Altres retribucions personal laboral,21406.32,0,4240.29
,,2600,92008,1310000,Retribucions personal Laboral eventual,34119.65,0,7646.4
,,2600,92008,1430000,Despeses per substitució,136527.26,0,33146.68
,,2600,92008,1510000,Gratificacions treballs extraordinaris,0,0,307.44
,,2600,92008,1600000,Seguretat Social,132860.6,0,21093.66
,,2600,92008,2160100,Manteniment d'equips d'informàtica,384000,36455.82,48734.48
,,2600,92008,2200200,Manteniment llicències software,152250,0,20790.59
,,2600,92008,2270600,Estudis i treballs tècnics,180000,0,152.46
,,2600,92008,2279916,Contractes manteniment de programes informàtics,175000,0,26161.13
,,2600,92008,6260100,Equips procès d'informació,170000,25879.42,1185.8
,,2600,92008,6410000,Aplicacions informàtiques,150000,64704.55,0
,,2600,92008,6410001,Carpeta ciutada i empresa,225000,0,0
,,2600,92010,2130100,Manteniment instal·lacions,0,0,0
,,2600,92010,2130200,Manteniment maquinària,20000,0,12750.56
,,2600,92010,2220000,Telèfons,360000,0,19058.96
,,2600,92010,6230100,Millora de les comunicacions corporatives,240000,110364.77,0
,,2600,92310,2279916,Contractes manteniment de programes informàtics-Gestió padró,3670,0,0
,,2700,92004,2200000,Material oficina,0,0,0
,,2700,92004,2210600,Productes farmacèutics i material sanitari,0,0,0
,,2700,92004,2219900,Altres Subministraments,0,0,0
,,2700,92004,2220100,Comunicacions postals,0,0,0
,,2700,92004,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,2700,92004,2312001,Locomoció personal no diectiu,0,0,0
,,2700,92004,1200300,Retribució sou base funcionari C1,41797.51,0,13024.56
,,2700,92004,1200400,Retribució sou base funcionari C2,10613.2,0,1908.03
,,2700,92004,1200600,Triennis,7277.88,0,1860.69
,,2700,92004,1210000,Complement Destí  funcionaris,17823.63,0,6191.15
,,2700,92004,1210100,Complement específic funcionaris,33131.43,0,11492.74
,,2700,92004,1300000,Retribucions bàsiques personal laboral,35663.5,0,7257.78
,,2700,92004,1300200,Altres retribucions personal laboral,17843.04,0,4561.11
,,2700,92004,1510000,Gratificacions serveis extraordinaris,0,0,266
,,2700,92004,1600000,Seguretat Social,44303.36,0,9832.73
,,2700,92004,1620900,Altres despeses socials,0,0,0
,,2700,92004,2230000,Transports,0,0,0
,,2700,92004,2260200,Publicitat i propaganda,0,0,647.35
,,2700,92004,2269900,Altres despeses,3000,0,0
,,2700,92004,2270100,Treballs realitzats per altres empreses - Seguretat,391194.54,-315627.96,16202.07
,,2700,92004,2270600,Estudis i treballs tècnics,22000,0,0
,,2700,92401,2040000,Arrendament d'elements de transport,0,0,0
,,2700,92401,2219900,Altres Subministraments,0,0,0
,,2700,92401,2270100,Seguretat,0,0,0
,,2700,92401,2279901,Altres treballs realitzats per altres empreses i profes,0,0,0
,,2700,92401,1510100,Gratificacions pels serveis a les eleccions.,0,0,0
,,2700,92401,2269980,Processos electorals,40000,0,0
,,2710,92004,2219900,Altres Subministraments,0,0,0
,,2710,92007,2190000,Altre immobilitzat material,0,0,0
,,2710,92007,1200400,Retribució sou base funcionari C2,10725.28,0,1908.03
,,2710,92007,1200600,Triennis,892.8,0,228.24
,,2710,92007,1210000,Complement Destí  funcionaris,3239.52,0,828.12
,,2710,92007,1210100,Complement específic funcionaris,8047.2,0,2057.04
,,2710,92007,1300000,Retribucions bàsiques personal laboral,223652.26,0,45971.17
,,2710,92007,1300100,Hores extraordinàries,0,0,150
,,2710,92007,1300200,Altres retribucions personal laboral,4015.8,0,495.86
,,2710,92007,1310000,Retribucions personal Laboral eventual,49319.88,0,9100.23
,,2710,92007,1430000,Despeses per substitució,43861.3,0,20784.73
,,2710,92007,1600000,Seguretat Social,104909.62,0,15126.67
,,2710,92007,2220100,Comunicacions postals,275000,0,27643.05
,,2710,92007,2269900,Altres despeses,5000,0,605
,,2710,92007,2270600,Estudis i treballs tècnics,23000,0,0
,,2720,92501,1620900,Premi antiguitat,0,0,575.26
,,2720,92501,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,2720,92501,1200300,Retribució sou base funcionari C1,207989.3,0,40309.89
,,2720,92501,1200400,Retribució sou base funcionari C2,10836.34,0,1908.03
,,2720,92501,1200600,Triennis,33603.96,0,7217.11
,,2720,92501,1210000,Complement Destí  funcionaris,67139.28,0,15464.99
,,2720,92501,1210100,Complement específic funcionaris,178343.28,0,40973.72
,,2720,92501,1300000,Retribucions bàsiques personal laboral,103511.56,0,22316.73
,,2720,92501,1300100,Hores extraordinàries,0,0,0
,,2720,92501,1300200,Altres retribucions personal laboral,14196.96,0,3629.04
,,2720,92501,1430000,Despeses per substitucions,0,0,0
,,2720,92501,1600000,Seguretat Social,167054.56,0,26060.36
,,2720,92501,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,2720,92501,2269900,Altres despeses,5000,0,0
,,2800,92009,1200000,Retribució sou base funcionari A1,40909.69,0,10593.72
,,2800,92009,1200300,Retribució sou base funcionari C1,25404.54,0,5705.95
,,2800,92009,1200600,Triennis,17050.93,0,4347.78
,,2800,92009,1210000,Complement Destí funcionaris,24148.56,0,8271.22
,,2800,92009,1210100,Complement específic funcionaris,55339.56,0,17840.03
,,2800,92009,1310000,Retribucions personal laboral eventual,0,0,0
,,2800,92009,1510000,Gratificacions treballs extraordinaris,0,0,994.28
,,2800,92009,1600000,Seguretat Social,36639.24,0,8873.79
,,2800,92009,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,2800,92009,2200100,"Premsa, revistes, llibres i altres publicacions",0,0,635.25
,,2800,92009,2260300,Anuncis oficials,20000,0,0
,,2900,23105,2020100,Lloguers,124000,0,29048.38
,,2900,23105,2020999,Arrendaments edificis convenis subv especie,15200,0,3533.07
,,2900,33701,2020100,Lloguers,49000,0,14762
,,2900,92000,2200100,"Premsa, revistes, llibres i altres publicacions",0,0,0
,,2900,92000,2219900,Altres Subministraments,0,0,0
,,2900,92000,2312001,Locomoció personal no diectiu,0,0,0
,,2900,92000,2120200,Manteniment d'edificis -admon.gral,100000,0,0
,,2900,92000,2120400,Conservació i reparacions d'edificis,20000,-2883.24,883.3
,,2900,92000,2150000,"Reparacions, manteniment i conservació de mobiliari",0,0,331.54
,,2900,92000,2240000,Assegurances,463800,0,7313.71
,,2900,92000,6320000,Manteniment d'edificis d'administració general,75500,2883.24,0
,,2900,92005,2060000,Lloguer equips informàtics,25000,0,4736.67
,,2900,92005,2130100,Manteniment instal.lacions,95000,0,30776.7
,,2900,92005,2200000,Material d'oficina,41000,-3357.5,6067.14
,,2900,92005,2200200,Material informàtic no inventariable,14000,0,3614.99
,,2900,92005,2210300,Combustibles,75000,0,14742.82
,,2900,92005,2210400,Vestuari,145000,0,0
,,2900,92005,2211000,Material neteja,40000,0,8681.59
,,2900,92005,6290000,Inversió nova - destructores,3000,0,0
,,2900,92006,2269900,Altres despeses,2500,0,0
,,2900,92018,6250200,Equips multifunció,5000,0,0
,,2900,92020,1200000,Retribució sou base funcionari A1,20867.14,0,7062.48
,,2900,92020,1200300,Retribució sou base funcionari C1,26869.38,0,16439.26
,,2900,92020,1200600,Triennis,10914.39,0,3156.78
,,2900,92020,1210000,Complement Destí  funcionaris,16432.68,0,5824.02
,,2900,92020,1210100,Complement específic funcionaris,40604.28,0,13226.19
,,2900,92020,1210300,Altres complements funcionaris,6306.6,0,1612.11
,,2900,92020,1300000,Retribucions bàsiques personal laboral,26344.95,0,5727.66
,,2900,92020,1300200,Altres retribucions personal laboral,2416.2,0,617.64
,,2900,92020,1510000,Gratificacions treballs extraordinaris,0,0,0
,,2900,92020,1600000,Seguretat Social,40043.42,0,9000.97
,,2900,92020,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,2900,92020,2269900,Altres despeses,1000,0,0
,,2900,92020,2270600,Estudis i treballs tècnics,15000,0,4295.7
,,2900,92021,6250100,Mobiliari,75000,0,1459.26
,,2900,92400,2020100,Lloguers,52000,0,14520
,,2900,92400,2020999,Arrendaments edificis convenis subv especie,23000,0,4982.78
,,2910,92006,1200100,Sous del grup A2,0,0,1594.54
,,2910,92006,1200000,Retribució sou base funcionari A1,17965.98,0,3531.24
,,2910,92006,1200300,Retribució sou base funcionari C1,24463.64,0,2292.57
,,2910,92006,1200600,Triennis,4395.78,0,914.19
,,2910,92006,1210000,Complement Destí  funcionaris,13949.16,0,3251.04
,,2910,92006,1210100,Complement específic funcionaris,22608.36,0,5058.25
,,2910,92006,1510000,Gratificacions treballs extraordinaris,0,0,0
,,2910,92006,1600000,Seguretat Social,24447.36,0,3397.13
,,3000,13200,1200300,Retribució sou base funcionari C1,13700.28,0,2292.57
,,3000,13200,1200600,Triennis,2951.64,0,754.65
,,3000,13200,1210000,Complement Destí  funcionaris,3799.32,0,971.22
,,3000,13200,1210100,Complement específic funcionaris,14291.64,0,3653.28
,,3000,13200,1510000,Gratificacions treballs extraordinaris,0,0,0
,,3000,13200,1600000,Seguretat Social,8857.2,0,1539.02
,,3100,13200,2200000,Material d'oficina,0,0,0
,,3100,13200,2210500,Productes alimentaris,0,0,0
,,3100,13200,2260300,Anuncis oficials,0,0,0
,,3100,13200,2270100,Seguretat,0,0,0
,,3100,13200,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,3100,13200,2311001,Locomoció personal directiu,0,0,0
,,3100,13200,2312000,Despeses de locomoció del personal no directiu,0,0,0
,,3100,13200,2312001,Locomoció personal no diectiu,0,0,0
,,3100,13200,1200000,Retribució sou base funcionari A1,23091.44,0,3531.24
,,3100,13200,1200300,Retribució sou base funcionari C1,223092.84,0,50426.43
,,3100,13200,1200600,Triennis,35088.3,0,7350.05
,,3100,13200,1210000,Complement Destí  funcionaris,77896.44,0,18245.67
,,3100,13200,1210100,Complement específic funcionaris,284574.36,0,62197.78
,,3100,13200,1300000,Retribucions bàsiques personal laboral,26310.32,0,5784.72
,,3100,13200,1300100,Hores extraordinàries,0,0,0
,,3100,13200,1300200,Altres retribucions personal laboral,953.76,0,243.81
,,3100,13200,1510000,Gratificacions treballs extraordinaris,0,0,21479.48
,,3100,13200,1600000,Seguretat Social,175098.3,0,40307.58
,,3100,13200,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,3100,13200,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,3100,13200,2130300,Manteniment i reparació d'equips,15000,0,0
,,3100,13200,2140100,Manteniment i neteja de vehicles,57000,16932.69,16335.58
,,3100,13200,2219900,Altres subministraments,4200,0,692.92
,,3100,13200,2220300,Comunicacions informàtiques,3500,0,0
,,3100,13200,2230000,Transports,500,0,0
,,3100,13200,2269900,Altres despeses,52500,0,24692.02
,,3100,13200,2269901,Transferència Fòrum Europeu,4000,0,0
,,3100,13200,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,0,0
,,3100,13200,6240000,Elements de transport,70000,114708,0
,,3100,13301,2279903,Arrossegament de vehicles,750000,0,93462.19
,,3100,13500,2269911,Pla d'emergència,5200,0,968
,,3100,23100,2270100,Seguretat,0,311001.27,0
,,3100,49102,2270600,Estudis i treballs tècnics,0,0,4210.8
,,3100,49102,2130100,Manteniment instal·lacions,42350,0,0
,,3100,49102,2160200,Manteniment equips de comunicació,18150,0,0
,,3100,49102,6260000,Equips processos informació,0,156213.8,0
,,3100,49102,6330000,"Maquinària, instal·lacions tècniques i utillatge",0,140360,0
,,3100,92004,2270100,Seguretat,0,315627.96,0
,,3200,13200,1200000,Retribució sou base funcionari A1,21112.81,0,3531.24
,,3200,13200,1200300,Retribució sou base funcionari C1,1345694.89,200000,295099.05
,,3200,13200,1200400,Sous del Grup C2,0,0,0
,,3200,13200,1200600,Triennis,166622.6,0,30268.76
,,3200,13200,1210000,Complement Destí  funcionaris,383110.97,0,77415.43
,,3200,13200,1210100,Complement específic funcionaris,1462063.2,0,298927.59
,,3200,13200,1210300,Altres complements funcionaris,4061.64,0,0
,,3200,13200,1510000,Gratificacions treballs extraordinaris,0,0,271800.02
,,3200,13200,1600000,Seguretat Social,918775.94,39301.1,215282.5
,,3200,13200,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,8806.67
,,3200,13200,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,3200,13500,1200300,Retribucions sou base C1,15491.46,0,2292.57
,,3200,13500,1200600,Trienis,1890.36,0,510.06
,,3200,13500,1210000,Complement destí funcionaris,4637.76,0,1185.54
,,3200,13500,1210100,Complement específic funcionaris,18023.88,0,5092.44
,,3200,13500,1510000,Gratificacions treballs extraordinaris,0,0,2224
,,3200,13500,1600000,Seguretat social,10927.44,0,2916.16
,,5000,23100,1300000,Retribucions bàsiques personal laboral,0,0,7194.21
,,5000,23100,1300200,Altres remuneracions personal laboral,0,0,415.98
,,5000,23100,1100000,Retribucions Bàsiques Eventual Gabinets,18148.24,0,4417.56
,,5000,23100,1100100,Retribucions Complementàries Eventual Ga,50185.96,0,10395.36
,,5000,23100,1600000,Seguretat Social,14560.44,0,4547.99
,,5000,23100,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,5000,23100,2260300,Anuncis oficials,500,0,0
,,5000,23100,2269900,Altres despeses,5000,0,0
,,5000,32406,4670100,Transferències a l'Heura,129000,0,0
,,5000,92400,4890101,Conveni Foment Associacionisme Ciutadà-FAVGRAM,13000,0,0
,,5020,23104,1200100,Sous del grup A2,0,0,4308.21
,,5020,23104,1200400,Retribucions funcionari C2,0,0,2691.85
,,5020,23104,1200600,Triennis,0,0,0
,,5020,23104,1210000,Complement de destinació,0,0,1875.8
,,5020,23104,1210100,Complement específic,0,75000,3791.7
,,5020,23104,1300000,Retribucions bàsiques personal laboral,156800.39,0,34398.5
,,5020,23104,1300200,Altres retribucions personal laboral,15963.96,0,4053.05
,,5020,23104,1600000,Seguretat Social,55360.56,0,11886.89
,,5021,23110,4640000,EMT. Targeta rosa de transport,49000,0,0
,,5021,92023,1300000,Retribucions bàsiques personal laboral,33251.82,0,7301.67
,,5021,92023,1300200,Altres retribucions personal laboral,3860.76,0,986.88
,,5021,92023,1600000,Seguretat Social,11592.96,0,2007.18
,,5022,23111,2219900,Altres Subministraments,0,343.66,343.66
,,5022,23111,2230000,Transports,575000,0,103322.88
,,5022,23111,2269900,Altres despeses,4000,0,0
,,5022,23111,2279909,Contractes desenvolupament serveis,8000,0,0
,,5022,23111,4800200,Transferències Serveis Socials a Institucions,25000,0,0
,,5022,92023,1200300,Retribució sou base funcionari C1,12211.96,0,1948.68
,,5022,92023,1200600,Triennis,1311.84,0,285.09
,,5022,92023,1210000,Complement Destí  funcionaris,3799.32,0,825.54
,,5022,92023,1210100,Complement específic funcionaris,6777.72,0,1472.64
,,5022,92023,1600000,Seguretat Social,7462.08,0,1098.3
,,5023,23112,2230000,Transport,0,0,0
,,5023,23112,2270100,Seguretat,0,0,0
,,5023,23112,6250000,Mobiliari,0,2124.76,0
,,5023,23112,2269900,Altres despeses,6345,0,0
,,5023,23112,2279909,Contractes desenvolupament serveis,623000,50375.8,110463.44
,,5024,23101,2269900,Altres despeses,3610,0,0
,,5024,23101,4790200,Subvenció dèficit explotació concessionari SAD,2730000,0,429586.13
,,5024,23102,2270600,Estudis i treballs tècnics,0,0,0
,,5024,23102,2279909,Contractes desenvolupament serveis,270000,0,37974.1
,,5024,92023,1200300,Retribució sou base funcionari C1,12416.88,0,2292.57
,,5024,92023,1200600,Triennis,2637.36,0,674.28
,,5024,92023,1210000,Complement Destí  funcionaris,3799.32,0,971.22
,,5024,92023,1210100,Complement específic funcionaris,6777.72,0,1732.53
,,5024,92023,1300100,Hores extraordinàries,0,0,0
,,5024,92023,1600000,Seguretat Social,6655.8,0,1156
,,5024,92023,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,5030,31100,2260600,"Reunions, conferències i cursos",0,0,0
,,5030,31100,2270600,Estudis i treballs tècnics,0,0,0
,,5030,31100,1200400,Retribució sou base funcionari C2,10613.2,0,1908.03
,,5030,31100,1200600,Triennis,892.8,0,228.24
,,5030,31100,1210000,Complement Destí  funcionaris,3239.52,0,828.12
,,5030,31100,1210100,Complement específic funcionaris,7374.72,0,1885.11
,,5030,31100,1300000,Retribucions bàsiques personal laboral,67032.18,0,14267.64
,,5030,31100,1300200,Altres retribucions personal laboral,19470.36,0,4977.09
,,5030,31100,1510000,Gratificacions treballs extraordinaris,0,0,0
,,5030,31100,1600000,Seguretat Social,31641.96,0,5562.88
,,5030,31100,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,5030,31100,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,5030,31100,2030000,"Arrendament de maquinària, instal·lacions i utillatge",0,0,0
,,5030,31100,2140100,Reparació de vehicles,0,0,116.15
,,5030,31100,2219909,Material tècnic,2000,0,0
,,5030,31100,2269900,Altres despeses,2300,675.16,675.16
,,5030,31100,2279909,Contractes desenvolupament serveis,1000,0,0
,,5030,92023,1200300,Retribució sou base funcionari C1,24438.48,0,4624.55
,,5030,92023,1200600,Triennis,2431.32,0,565.71
,,5030,92023,1210000,Complement Destí  funcionaris,7598.64,0,1942.44
,,5030,92023,1210100,Complement específic funcionaris,13555.44,0,3465.06
,,5030,92023,1510000,Gratificacions treballs extraordinaris,0,0,0
,,5030,92023,1600000,Seguretat Social,13506.24,0,2332.24
,,5031,31101,2210500,Productes alimentaris,0,0,0
,,5031,31101,2279910,Contractes artístics i culturals,0,0,0
,,5031,31101,2210600,Productes farmacèutics i sanitaris,2600,0,0
,,5031,31101,2260600,"Reunions, conferències i cursos",0,0,784.08
,,5031,31101,2269900,Altres despeses,4900,0,0
,,5031,31101,2270600,Estudis i treballs tècnics,18000,0,0
,,5031,31101,2279909,Contractes desenvolupament serveis,0,95.59,95.59
,,5031,31101,4890100,Conveni Fundació Privada Salut Mental Catalunya  (Salut ment,16200,0,8100
,,5032,49301,1200300,Retribució sou base funcionari C1,12434.48,0,2292.57
,,5032,49301,1200600,Triennis,2653.44,0,678.42
,,5032,49301,1210000,Complement Destí  funcionaris,3799.32,0,971.22
,,5032,49301,1210100,Complement específic funcionaris,6777.72,58815.41,1732.53
,,5032,49301,1600000,Seguretat Social,6694.56,0,1162.66
,,5032,49301,2270600,Estudis i treballs tècnics,21650,1456.14,6342.55
,,5032,49302,2270600,Estudis i treballs tècnics,3460,0,0
,,5033,31102,1200100,Sou base funcionari A2,0,0,3053.37
,,5033,31102,1200300,Retribució sou base funcionari C1,12942.94,0,2292.57
,,5033,31102,1200600,Triennis,2637.36,0,674.28
,,5033,31102,1210000,Complement Destí  funcionaris,3799.32,0,2209.82
,,5033,31102,1210100,Complement específic funcionaris,9934.08,0,4910.86
,,5033,31102,1300000,Retribucions bàsiques personal laboral,56451.38,0,10734.12
,,5033,31102,1300100,Hores extraordinàries,0,0,714
,,5033,31102,1300200,Altres retribucions personal laboral,4159.2,0,959.19
,,5033,31102,1510000,Gratificacions treballs extraordinaris,0,0,714
,,5033,31102,1600000,Seguretat Social,27078.6,0,6189.1
,,5033,31102,2260600,"Reunions, conferències i cursos",0,0,0
,,5033,31102,2269900,Altres despeses,8500,0,0
,,5033,31102,2270600,Estudis i treballs tècnics,0,0,0
,,5033,31102,2279909,Contractes desenvolupament serveis,30960,0,0
,,5100,92023,1510000,Gratificacions treballs extraordinaris,0,0,119
,,5100,92023,1200000,Retribució sou base funcionari A1,38633.85,0,6866.3
,,5100,92023,1200300,Retribució sou base funcionari C1,37128.27,0,10787.81
,,5100,92023,1200600,Triennis,9158.41,0,2023.05
,,5100,92023,1210000,Complement Destí  funcionaris,26582.52,0,8290.07
,,5100,92023,1210100,Complement específic funcionaris,53306.64,0,16872.88
,,5100,92023,1300000,Retribucions bàsiques personal laboral,170554.98,0,28621.56
,,5100,92023,1300100,Hores extraordinàries,0,0,0
,,5100,92023,1300200,Altres retribucions personal laboral,20478.6,0,2168.34
,,5100,92023,1310000,Retribucions personal laboral eventual,0,0,2857.21
,,5100,92023,1430000,Despeses per substitució,46564.39,0,17538.58
,,5100,92023,1600000,Seguretat Social,115280,0,20221.73
,,5100,92023,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,5100,92023,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,5112,23113,1200000,Retribució sou base funcionari A1,18440,0,3531.24
,,5112,23113,1200100,Retribució sou base funcionari A2,15908.34,0,3053.37
,,5112,23113,1200600,Triennis,4915.24,0,1182.75
,,5112,23113,1210000,Complement Destí  funcionaris,11723.52,0,2996.88
,,5112,23113,1210100,Complement específic funcionaris,18982.32,0,4852.26
,,5112,23113,1300000,Retribucions bàsiques personal laboral,23536.88,0,5106.6
,,5112,23113,1300200,Altres retribucions personal laboral,1467.12,0,375.06
,,5112,23113,1600000,Seguretat Social,27693.28,0,4754.88
,,5112,23113,2279909,Contractes desenvolupament serveis,30500,-2850,0
,,5112,23117,2030000,"Arrendament maquinària, instal·lacions i utillatge",0,0,0
,,5112,23117,2219900,Altres Subministraments,0,0,750
,,5112,23117,2230000,Transports,0,0,1080
,,5112,23117,2270100,Seguretat,0,0,0
,,5112,23117,2279910,Contractes activitats artístiques i culturals,0,0,1016.4
,,5112,23117,4890100,Altres transferències,0,2850,0
,,5112,23117,1200100,Retribució sou base funcionari A2,15637.12,0,2595.36
,,5112,23117,1200600,Triennis,1299.96,0,282.51
,,5112,23117,1210000,Complement Destí  funcionaris,4917.48,0,1068.51
,,5112,23117,1210100,Complement específic funcionaris,7577.88,0,1646.52
,,5112,23117,1600000,Seguretat Social,9095.16,0,1338.76
,,5112,23117,2200000,"Material d'oficina, ordinari no inventariable",1000,0,0
,,5112,23117,2260300,Anuncis oficials,0,0,0
,,5112,23117,2260600,"Reunions, conferències i cursos",0,0,6465.89
,,5112,23117,2269900,Altres despeses diverses,0,0,300
,,5112,23117,2270600,Estudis i treballs tècnics,0,0,0
,,5112,23117,2279909,Contractes desenvolupament serveis + CIBA,300000,0,10221.95
,,5200,33000,1100000,Retribucions Bàsiques Eventual Gabinets,41442.12,0,10593.72
,,5200,33000,1100100,Retribucions Complementàries Eventual Ga,108557.88,0,22186.11
,,5200,33000,1200300,Retribució sou base funcionari C1,12201.6,0,2292.57
,,5200,33000,1200600,Triennis,1207.08,0,308.61
,,5200,33000,1210000,Complement Destí  funcionaris,3799.32,0,971.22
,,5200,33000,1210100,Complement específic funcionaris,6777.72,0,1732.53
,,5200,33000,1600000,Seguretat Social,51015.36,0,8768.07
,,5200,33000,2020100,Arrendaments d'edificis i altres construccions,1000,283.14,0
,,5200,33000,2269900,Altres despeses,1000,750.2,0
,,5200,33000,2279909,Comunicació,6650,0,0
,,5200,92023,1510000,Gratificacions treballs extraordinaris,0,0,0
,,5200,92023,1200300,Retribució sou base funcionari C1,12427.24,0,2292.57
,,5200,92023,1200600,Triennis,2660.13,0,617.22
,,5200,92023,1210000,Complement Destí  funcionaris,3799.32,0,971.22
,,5200,92023,1210100,Complement específic funcionaris,6777.72,0,2145.16
,,5200,92023,1600000,Seguretat Social,6543.33,0,1551.21
,,5209,23107,2269900,Altres despeses,1500,0,0
,,5209,23107,2279909,Contractes desenvolupament serveis,86800,0,13021.66
,,5209,23107,4890902,Conveni Badalona Serveis Assistencials (Bus intermunicipal m,10500,0,0
,,5210,33210,2260600,"Reunions, conferències i cursos",0,0,0
,,5210,33210,2279900,Contractes desenvolupament serveis,0,0,0
,,5210,33802,2050000,Arrendament de mobiliari i estris,0,0,0
,,5210,33802,2210500,Productes alimentaris,0,0,0
,,5210,33802,2219900,Altres Subministraments,0,0,169.4
,,5210,33802,2302001,Dietes del personal no directiu,0,0,0
,,5210,33802,2312001,Locomoció personal no diectiu,0,0,0
,,5210,33802,1310000,Retribucions personal Laboral eventual,41047,0,7277.58
,,5210,33802,1430000,Despeses per substitució,32597.18,0,5809.26
,,5210,33802,1600000,Seguretat Social,23585.88,0,3161.18
,,5210,33802,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,5210,33802,2030000,"Arrendament de maquinària, instal·lacions i utillatge",0,2450.25,60009.25
,,5210,33802,2200100,"Premsa, revistes, llibres i altres publicacions",1000,0,0
,,5210,33802,2230000,Transports,1000,0,130
,,5210,33802,2240000,Assegurances,0,0,0
,,5210,33802,2260200,Publicitat i propaganda,0,0,0
,,5210,33802,2269900,Altres despeses,9500,0,3542
,,5210,33802,2270100,Seguretat,0,1348.42,23988.64
,,5210,33802,2270600,Estudis i treballs tècnics,1000,0,2117.5
,,5210,33802,2279909,Contractes desenvolupament serveis,365000,943.07,19580.41
,,5210,33802,2279910,Contractes activitats artístiques i culturals,515500,-672.74,65981.19
,,5210,33802,4890100,Conveni Gremi Firaires-Festa Major,26500,0,0
,,5210,33802,6250000,Mobiliari,0,0,0
,,5210,33802,6290000,Altres inv noves assoc al funcionam operatiu dels serv,0,0,0
,,5300,32701,2219900,Altres Subministraments,0,0,0
,,5300,32701,2260900,Actes i exposicions,0,0,0
,,5300,32701,2230000,Transports,0,0,0
,,5300,32701,2260600,"Reunions, conferències i cursos",0,0,0
,,5300,32701,2269900,Altres despeses,24000,0,0
,,5300,32701,2270600,Estudis i treballs tècnics,0,0,0
,,5300,32701,2279909,Altres treballs realitzats per empreses i profesionals,0,0,447.7
,,5300,32701,6290000,Altres inv noves assoc al funcionam operatiu dels serv,0,0,0
,,5300,33301,2270600,Estudis i treballs tècnics,0,0,0
,,5400,32702,2260600,"Reunions, conferències i cursos",0,0,0
